Country,airport_code,type,name,location_raw,opening_hours_raw,url,conditions_raw,facilities_raw,slug,airport_name,terminal,City
Sweden,ARN,EAT,The Garden Eatery,"Stockholm Arlanda, Terminal 5","24 hours daily
Note: For Cardholders who pay for individual visits or guest visits, please check this particular offer against your visit fee to ensure it represents value for you. We advise Cardholders to review full Conditions of access below before visiting.

This cosy restaurant offers a wide menu of food and drink regardless of the time of day, from early breakfast to brunch, dinner and midnight snacks. Enjoy authentic Neapolitan pizzas, fresh salads or their signature dish Piadina.",https://my.prioritypass.com/en-GB/lounges/sweden/stockholm-arlanda/arn8d-the-garden-eatery,"1. Cardholders must order at the bar and present a valid Card and Boarding Pass with confirmed same-day travel before taking a seat at the table. 2. Cardholders can use their lounge visit entitlement to receive SEK190 off the bill (valid on all menus) plus a complimentary hot drink or a soft drink (check in store for details). Each SEK190 deduction represents a single lounge visit within the Cardholder’s existing lounge visit allocation for which the Cardholder will, where applicable, be charged. E.g. if a Cardholder registers 1 Guest they will receive SEK380 off their bill which will be charged as 1 Cardholder visit + 1 Guest visit on their account. Only 1 Card per visit per Cardholder will be accepted and at point of registration. 3. The SEK190 cannot be used towards the purchase of souvenirs or shop products. 4. SEK190 is non-transferable & cannot be exchanged for cash substitute or refund if the final bill is lower than SEK190 per person. 5. Cardholder is responsible for the balance if total final bill exceeds SEK190 per person. Any remaining balance cannot be used towards gratuity. 6. Priority Pass and its Affiliates Companies shall not be liable should the offer value be less than Customers lounge visit entitlement. Customers who pay for lounge and guest visits are advised to review programme Conditions of Use prior to accessing the offer. 7. This location is offered as an alternative to a lounge visit and other airport experiences. Using entitlements repeatedly within a single airport trip may result in charges from your benefit provider.","Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Soft drinks",arn8d-the-garden-eatery,Stockholm-Arlanda Airport,Terminal 5,Stockholm
Sweden,ARN,LOUNGE,Pearl Lounge T5,"Stockholm Arlanda, Terminal 4","06:30 - 20:30
Note: Hours may be subject to change.",https://my.prioritypass.com/en-GB/lounges/sweden/stockholm-arlanda/arn4-pearl-lounge-t5,Maximum 2 hour stay - Children under 3 years are admitted free (only applies to Cardholders and registered guests own children) - Quiet area available.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Soft drinks
Televisions
Wi-Fi",arn4-pearl-lounge-t5,Stockholm-Arlanda Airport,Terminal 4,Stockholm
Sweden,ARN,LOUNGE,Pearl Lounge,"Stockholm Arlanda, Terminal 2",04:35 – 21:00 daily,https://my.prioritypass.com/en-GB/lounges/sweden/stockholm-arlanda/arn2-pearl-lounge,"No smoking (including vaping), Dress code: Smart casual. No shorts, Children under 3 years admitted free","Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Soft drinks
Televisions
Wi-Fi",arn2-pearl-lounge,Stockholm-Arlanda Airport,Terminal 2,Stockholm
Sweden,ARN,EAT,Craft & Draft,"Stockholm Arlanda, Terminal 5","05:00 - 21:00 daily
Note: For Cardholders who pay for individual visits or guest visits, please check this particular offer against your visit fee to ensure it represents value for you. We advise Cardholders to review full Conditions of access below before visiting.

Modern gastropub with a focus on combining quality beer with well-prepared food. The menu has inspirations from all over the world and the large selection of beers comes from local, national and international breweries.",https://my.prioritypass.com/en-GB/lounges/sweden/stockholm-arlanda/arn7d-craft-and-draft,"1. Cardholders must order at the bar and present a valid Card and Boarding Pass with confirmed same-day travel before taking a seat at the table. 2. Cardholders can use their lounge visit entitlement to receive SEK190 off the bill (valid on all menus) plus a complimentary hot drink or a soft drink (check in store for details). Each SEK190 deduction represents a single lounge visit within the Cardholder’s existing lounge visit allocation for which the Cardholder will, where applicable, be charged. E.g. if a Cardholder registers 1 Guest they will receive SEK380 off their bill which will be charged as 1 Cardholder visit + 1 Guest visit on their account. Only 1 Card per visit per Cardholder will be accepted and at point of registration. 3. The SEK190 cannot be used towards the purchase of souvenirs or shop products. 4. SEK190 is non-transferable & cannot be exchanged for cash substitute or refund if the final bill is lower than SEK190 per person. 5. Cardholder is responsible for the balance if total final bill exceeds SEK190 per person. Any remaining balance cannot be used towards gratuity. 6. Priority Pass and its Affiliates Companies shall not be liable should the offer value be less than Customers lounge visit entitlement. Customers who pay for lounge and guest visits are advised to review programme Conditions of Use prior to accessing the offer. 7. This location is offered as an alternative to a lounge visit and other airport experiences. Using entitlements repeatedly within a single airport trip may result in charges from your benefit provider.","Alcoholic drinks (Standard)
Digital card accepted
Soft drinks",arn7d-craft-and-draft,Stockholm-Arlanda Airport,Terminal 5,Stockholm
Paraguay,ASU,LOUNGE,VIP Gold,"Asuncion Silvio Pettirossi, Terminal",24 hours daily,https://my.prioritypass.com/en-GB/lounges/paraguay/silvio-pettirossi-international/asu1-vip-gold,"Maximum 3 hour stay - Children under 6 years are admitted free -  Complimentary alcoholic drinks are limited to two per adult - Alcoholic drinks are only available to passengers 21 years of age or older - Dress code applicable (no sandals, shorts or vests allowed).","Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",asu1-vip-gold,Silvio Pettirossi International Airport,Unknown,Asunción
Egypt,ASW,LOUNGE,Pearl Lounge,"Aswan Intl, Terminal",24 hours daily,https://my.prioritypass.com/en-GB/lounges/egypt/aswan-international/asw1-pearl-lounge,Maximum 3 hour stay - All Cardholders and guests are required to show a Boarding Pass with confirmed same-day travel for access to the lounge - Children under 2 years are admitted free - Separate smoking area available.,"Air conditioning
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",asw1-pearl-lounge,Aswan International Airport,Unknown,Aswan
Egypt,ASW,LOUNGE,Pearl Lounge,"Aswan Intl, Terminal",24 hours daily,https://my.prioritypass.com/en-GB/lounges/egypt/aswan-international/asw-pearl-lounge,Maximum 3 hour stay - All Cardholders and guests are required to show a Boarding Pass with confirmed same-day travel for access to the lounge - Children under 2 years are admitted free - Separate smoking area available.,"Air conditioning
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",asw-pearl-lounge,Aswan International Airport,Unknown,Aswan
Peru,ATA,LOUNGE,Elemento Lounge,"Comandante FAP Germán Arias Graziani, Terminal",06:00 - 12:00 daily,https://my.prioritypass.com/en-GB/lounges/peru/comandante-fap-german-arias-graziani/ata-caral-vip-lounge,Maximum 4 hour stay - Children under 5 years are admitted free -Complimentary alcoholic drinks are limited three per adult (beer and wine only).,,ata-caral-vip-lounge,Comandante Fap Germán Arias Graziani Airport,Unknown,Anta
Greece,ATH,LOUNGE,Goldair Handling Lounge Extra,"Athens International (Eleftherios Venizelos), Hall A",07:00 - 22:00 daily,https://my.prioritypass.com/en-GB/lounges/greece/athens-international-eleftherios-venizelos/ath7-goldair-handling-lounge-extra,Maximum 3 hour stay - Children under 6 years are admitted free - Separate prayer room available - Dress code applicable.,"Air conditioning
Alcoholic drinks (Standard)
Conference facilities
Digital card accepted
Flight information
Showers
Soft drinks
Televisions
Wi-Fi",ath7-goldair-handling-lounge-extra,Athens International Airport,Hall A,Spata-Artemida
Greece,ATH,LOUNGE,ATH Satellite lounge,"Athens International (Eleftherios Venizelos), Satellite Terminal",06:30 - 21:30 daily,https://my.prioritypass.com/en-GB/lounges/greece/athens-international-eleftherios-venizelos/ath8-ath-satellite-lounge,Maximum 3 hour stay - Children under 6 years are admitted free.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",ath8-ath-satellite-lounge,Athens International Airport,Satellite Terminal,Spata-Artemida
Greece,ATH,LOUNGE,Skyserv Melina Merkouri Lounge,"Athens International, Hall B",06:00 - 22:00 daily,https://my.prioritypass.com/en-GB/lounges/greece/athens-international-eleftherios-venizelos/ath5-skyserv-melina-merkouri-lounge,Maximum 4 hour stay - Access may be restricted due to space constraints - Children under 3 years are admitted free and must be accompanied by an adult - Dress code applicable.,"Air conditioning
Alcoholic drinks (Standard)
Conference facilities
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",ath5-skyserv-melina-merkouri-lounge,Athens International Airport,Hall B,Spata-Artemida
Greece,ATH,LOUNGE,Skyserv Aristotle Onassis Lounge,"Athens International (Eleftherios Venizelos), Hall A",05:00 - 22:00 daily,https://my.prioritypass.com/en-GB/lounges/greece/athens-international-eleftherios-venizelos/ath6-skyserv-aristotle-onassis-lounge,Maximum 4 hour stay - Access may be restricted due to space constraints - Children under 3 years are admitted free and must be accompanied by an adult - Dress code applicable.,"Air conditioning
Alcoholic drinks (Standard)
Conference facilities
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",ath6-skyserv-aristotle-onassis-lounge,Athens International Airport,Hall A,Spata-Artemida
Greece,ATH,LOUNGE,Goldair Handling CIP Intra Lounge,"Athens International, Hall B",24 hours daily,https://my.prioritypass.com/en-GB/lounges/greece/athens-international-eleftherios-venizelos/ath2-goldair-handling-cip-intra-lounge,Maximum 3 hour stay - Children under 6 years are admitted free - All children must be accompanied by an adult - All passengers must be travelling in order to access this lounge and hold a boarding pass.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Flight information
Soft drinks
Televisions
Wi-Fi",ath2-goldair-handling-cip-intra-lounge,Athens International Airport,Hall B,Spata-Artemida
United States of America,ATL,REFRESH,XpresSpa,"Atlanta GA International, Concourse A","06:00 - 22:00 daily
Note: Hours may vary on Public Holidays.

For Cardholders who pay for individual visits or guest visits, please check this particular offer against your visit fee to ensure it represents value for you. We advise Cardholders to review full Conditions of access below before visiting.",https://my.prioritypass.com/en-GB/lounges/united-states-of-america/hartsfield-jackson-atlanta-international/atl19s-xpresspa,"1. Cardholders can use their lounge visit entitlement to take advantage of 25 minutes in a Zero-Gravity Massage Chair, Hydromassage Lounger, Full Body Massage Lounger, Ceragem or Chakra Bed (options vary by location). 1 XpresSpa usage represents a single lounge visit within the Cardholder's existing lounge visit allocation for which the Cardholder will, where applicable, be charged. For example, if a Cardholder registers 1 Guest they will be charged as 1 Cardholder visit + 1 Guest visit on their account. Only 1 card per visit per Cardholder will be accepted and at point of registration. 2. To be eligible, Cardholders must present a valid Card and Boarding Pass with confirmed same-day travel. 3. XpresSpa usage is subject to availability. 4. Priority Pass and its Affiliates Companies shall not be liable should the offer value be less than Customers lounge visit entitlement. Customers who pay for lounge and visits are advised to review programme Conditions of Use prior to accessing the offer.","Air conditioning
Digital card accepted
Disabled access",atl19s-xpresspa,Hartsfield–jackson Atlanta International Airport,Concourse A,Atlanta
United States of America,ATL,REFRESH,XpresSpa,"Atlanta GA International, Concourse C","06:00 - 22:00 daily
Note: Hours may vary on Public Holidays.

For Cardholders who pay for individual visits or guest visits, please check this particular offer against your visit fee to ensure it represents value for you. We advise Cardholders to review full Conditions of access below before visiting.",https://my.prioritypass.com/en-GB/lounges/united-states-of-america/hartsfield-jackson-atlanta-international/atl20s-xpresspa,"1.Cardholders can use their lounge visit entitlement to take advantage of 25 minutes in a Zero-Gravity Massage Chair, Hydromassage Lounger, Full Body Massage Lounger, Ceragem or Chakra Bed (options vary by location). 1 XpresSpa usage represents a single lounge visit within the Cardholder's existing lounge visit allocation for which the Cardholder will, where applicable, be charged. For example, if a Cardholder registers 1 Guest they will be charged as 1 Cardholder visit + 1 Guest visit on their account. Only 1 card per visit per Cardholder will be accepted and at point of registration. 2. To be eligible, Cardholders must present a valid Card and Boarding Pass with confirmed same-day travel. 3. XpresSpa usage is subject to availability. 4. Priority Pass and its Affiliates Companies shall not be liable should the offer value be less than Customers lounge visit entitlement. Customers who pay for lounge and visits are advised to review programme Conditions of Use prior to accessing the offer.","Air conditioning
Digital card accepted
Disabled access",atl20s-xpresspa,Hartsfield–jackson Atlanta International Airport,Concourse C,Atlanta
United States of America,ATL,REST,Minute Suites,"Atlanta GA International, Concourse E","24 hours daily
Note: We advise Cardholders to confirm the availability of access with your bank (Card Issuer) before visiting. Access by some American Express and Capital One cards may not be available at this Minute Suites location.

Only 1 card per visit per Cardholder will be accepted at point of registration.",https://my.prioritypass.com/en-GB/lounges/united-states-of-america/hartsfield-jackson-atlanta-international/atl18-minute-suites,"1. Cardholders can use their lounge visit entitlement to use a Minute Suite for a 1 hour stay. 1 Minute Suite usage represents a single lounge visit within the Cardholder's existing lounge visit allocation for which the Cardholder will, where applicable, be charged. Each subsequent hour of Minute Suite usage will be charged at a discounted rate of US$40 (available in 15-minute increments beyond the first hour) and payable directly to Minute Suites. 2. Up to 3 guests accompanying the Cardholder in the same Minute Suite may use it at no extra charge. 3. The Cardholder is responsible for any additional charges incurred. Minute Suites may ask Cardholders to present a payment card for incidentals at the time of check-in. 4. Each Minute Suite is equipped with a comfortable daybed sofa (sleeps two), pillows, fresh blankets, a workstation, complimentary Wi-Fi, Smart TV, Amazon Alexa (for music, white noise, weather, alarms, flight tracking etc) and/or a sound masking system that helps to neutralise noise. 5. Soft drinks and snacks available, subject to payment. 6. Minute Suite usage is subject to availability.","Air conditioning
Digital card accepted
Disabled access
Flight information
Showers
Televisions
Wi-Fi",atl18-minute-suites,Hartsfield–jackson Atlanta International Airport,Concourse E,Atlanta
United States of America,ATL,LOUNGE,The Club ATL,"Hartsfield–Jackson Atlanta International, Concourse F",11:00 - 22:00 daily,https://my.prioritypass.com/en-GB/lounges/united-states-of-america/hartsfield-jackson-atlanta-international/atl24-the-club-atl,Access is permitted 3 hours prior to scheduled flight departure - Children under 2 years are admitted free - Children under 18 years must be accompanied by an adult - Alcoholic drinks are only available to passengers 21 years of age or older - Complimentary alcoholic drinks are limited to beer and wine only.,"Air conditioning
Alcoholic drinks (Standard)
Alcoholic drinks age limit
Complimentary alcoholic drinks are limited to beer and wine only
Digital card accepted
Disabled access
Snacks
Soft drinks
Wi-Fi",atl24-the-club-atl,Hartsfield–jackson Atlanta International Airport,Concourse F,Atlanta
United States of America,ATL,REFRESH,XpresSpa,"Atlanta GA International, Concourse E","06:00 - 22:00 daily
Note: Hours may vary on Public Holidays.

For Cardholders who pay for individual visits or guest visits, please check this particular offer against your visit fee to ensure it represents value for you. We advise Cardholders to review full Conditions of access below before visiting.",https://my.prioritypass.com/en-GB/lounges/united-states-of-america/hartsfield-jackson-atlanta-international/atl22s-xpresspa,"1.Cardholders can use their lounge visit entitlement to take advantage of 25 minutes in a Zero-Gravity Massage Chair, Hydromassage Lounger, Full Body Massage Lounger, Ceragem or Chakra Bed (options vary by location). 1 XpresSpa usage represents a single lounge visit within the Cardholder's existing lounge visit allocation for which the Cardholder will, where applicable, be charged. For example, if a Cardholder registers 1 Guest they will be charged as 1 Cardholder visit + 1 Guest visit on their account. Only 1 card per visit per Cardholder will be accepted and at point of registration. 2. To be eligible, Cardholders must present a valid Card and Boarding Pass with confirmed same-day travel. 3. XpresSpa usage is subject to availability. 4. Priority Pass and its Affiliates Companies shall not be liable should the offer value be less than Customers lounge visit entitlement. Customers who pay for lounge and visits are advised to review programme Conditions of Use prior to accessing the offer.","Air conditioning
Digital card accepted
Disabled access",atl22s-xpresspa,Hartsfield–jackson Atlanta International Airport,Concourse E,Atlanta
United States of America,ATL,REFRESH,The Chiroport,"Atlanta GA International, Concourse A","07:00 - 19:00 daily
Note: Hands-on-Stretch & Massage session (20 min) (US$79 value)

For Cardholders who pay for individual visits or guest visits, please check this particular offer against your visit fee to ensure it represents value for you. We advise Cardholders to review full Conditions of access below before visiting.

Amazing hands-on stretch & massage session specifically crafted for flight travel will have you feeling relaxed and refreshed.",https://my.prioritypass.com/en-GB/lounges/united-states-of-america/hartsfield-jackson-atlanta-international/atl23s-the-chiroport,"1. Cardholders can use their lounge visit entitlement to take advantage of a Hands-on-Stretch & Massage session (20 min) (US$79 value). The treatment represents a single lounge visit within the Cardholder's existing lounge visit allocation for which the Cardholder will, where applicable, be charged. For example, if a Cardholder registers 1 Guest they will be charged as 1 Cardholder visit + 1 Guest visit on their account. Only 1 card per visit per Cardholder will be accepted and at point of registration. To be eligible, Cardholders must present a valid Card and Boarding Pass with confirmed same-day travel before treatment. 2. Cardholder is responsible for all additional charges incurred. 3.	The Chiroport kiosk usage is subject to availability. 4. Priority Pass and its Affiliates Companies shall not be liable should the offer value be less than Customers lounge visit entitlement. Customers who pay for lounge and visits are advised to review programme Conditions of Use prior to accessing the offer.","Digital card accepted
Disabled access",atl23s-the-chiroport,Hartsfield–jackson Atlanta International Airport,Concourse A,Atlanta
United States of America,ATL,REFRESH,Be Relax Spa,"Atlanta GA International, Concourse B","07:00 - 22:00 daily
Note:
Be Back 15-minute Massage plus O2 (a US$38 value)
Be Back 30-minute Massage (a US$38 value)
Polish Change plus Hand Massage (a US$38 value)
Be Feet on lounger 10-minute plus O2 (a US$44 value)",https://my.prioritypass.com/en-GB/lounges/united-states-of-america/hartsfield-jackson-atlanta-international/atl14s-be-relax-spa,"1. Cardholders can use their lounge visit entitlement to take advantage of one of the following options: Be Back 15-minute Massage plus O2 (a US$38 value); Be Back 30-minute Massage (a US$38 value); Polish Change plus Hand Massage (a US$38 value); Be Feet on lounger 10-minute plus O2 (a US$44 value). Each treatment represents a single lounge visit within the Cardholders existing lounge visit allocation for which the Cardholder will, where applicable, be charged. For example, if a Cardholder registers 1 Guest they will be charged as 1 Cardholder visit + 1 Guest visit on their account. Only 1 card per visit per Cardholder will be accepted and at point of registration. To be eligible, Cardholders must present a valid Card and Boarding Pass with confirmed same-day travel before selecting a treatment. 2. Cardholder is responsible for all additional charges incurred. 3. Complimentary luggage storage and massage chairs available. 4. Be Relax usage is subject to availability. 5. Priority Pass and its Affiliates Companies shall not be liable should the offer value be less than Customers lounge visit entitlement. Customers who pay for lounge and visits are advised to review programme Conditions of Use prior to accessing the offer.","Air conditioning
Digital card accepted
Disabled access
Soft drinks
Wi-Fi",atl14s-be-relax-spa,Hartsfield–jackson Atlanta International Airport,Concourse B,Atlanta
United States of America,ATL,EAT,Samuel Adams Brew House,"Atlanta GA International, Concourse B","07:00 - 22:00 daily
Note: Until further notice, the Kitchen operates between 11:00 - 20:00 daily. No orders will be taken outside these hours.

For Cardholders who pay for individual visits or guest visits, please check this particular offer against your visit fee to ensure it represents value for you. We advise Cardholders to review full Conditions of access below before visiting.

Samuel Adams Brew House offers a variety of Samuel Adams beers plus familiar pub grub like wings & burgers.",https://my.prioritypass.com/en-GB/lounges/united-states-of-america/hartsfield-jackson-atlanta-international/atl15d-samuel-adams-brew-house,"1. Please note that payment cards are not accepted for entry into Samuel Adams Brew House. 2. Cardholders can use their lounge visit entitlement to receive US$28 of the bill.  Each US$28 deduction represents a single lounge visit within the Cardholder’s existing lounge visit allocation for which the Cardholder will, where applicable, be charged. E.g. if a Cardholder registers 1 Guest they will receive US$56 off their bill which will be charged as 1 Cardholder visit + 1 Guest visit on their account. Only 1 Card per visit per Cardholder will be accepted and at point of registration. 3. Cardholder may only register 1 Guest per visit to receive US$28 deduction. Any additional guests will not be eligible for US$28 deduction. 4. The US$28 is valid for the purchase of any meal and/or drinks excluding ‘To-Go-Orders’. To be eligible, Cardholders must present a valid Card and Boarding Pass with same-day travel before placing an order. 5. USD$28 is non-transferable & cannot be exchanged for cash substitute or refund if the final bill is lower than US$28 per person. 6. Cardholder is responsible for the balance if total final bill exceeds US$28 per person. Any remaining balance cannot be used towards gratuity. 7. Priority Pass and its Affiliates Companies shall not be liable should the offer value be less than Customers lounge visit entitlement. Customers who pay for lounge and guest visits are advised to review programme Conditions of Use prior to accessing the offer. 8. This location is offered as an alternative to a lounge visit and other airport experiences. Using entitlements repeatedly within a single airport trip may result in charges from your benefit provider.","Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Soft drinks
Televisions
Wi-Fi",atl15d-samuel-adams-brew-house,Hartsfield–jackson Atlanta International Airport,Concourse B,Atlanta
United States of America,ATL,REST,Minute Suites,"Atlanta GA International, Concourse B","24 hours daily
Note: We advise Cardholders to confirm the availability of access with your bank (Card Issuer) before visiting. Access by some American Express and Capital One cards may not be available at this Minute Suites location.

Only 1 Card per visit per Cardholder will be accepted at point of registration.",https://my.prioritypass.com/en-GB/lounges/united-states-of-america/hartsfield-jackson-atlanta-international/atl13-minute-suites,"1. Cardholders can use their lounge visit entitlement to use a Minute Suite for a 1 hour stay. 1 Minute Suite usage represents a single lounge visit within the Cardholder’s existing lounge visit allocation for which the Cardholder will, where applicable, be charged. Each subsequent hour of Minute Suite usage will be charged at a discounted rate of US$40 (available in 15-minute increments beyond the first hour) and payable directly to Minute Suites. 2. Up to 3 guests accompanying the Cardholder in the same Minute Suite may use it at no extra charge. 3. The Cardholder is responsible for any additional charges incurred. Minute Suites may ask Cardholders to present a payment card for incidentals at the time of check-in. 4. Each Minute Suite is equipped with a comfortable daybed sofa (sleeps two), pillows, fresh blankets, a workstation, complimentary Wi-Fi, Smart TV, Amazon Alexa (for music, white noise, weather, alarms, flight tracking etc) and/or a sound masking system that helps to neutralise noise. 5. Soft drinks and snacks available, subject to payment. 6. Minute Suite usage is subject to availability.","Air conditioning
Digital card accepted
Disabled access
Flight information
Showers
Televisions
Wi-Fi",atl13-minute-suites,Hartsfield–jackson Atlanta International Airport,Concourse B,Atlanta
United States of America,ATL,REST,Minute Suites,"Atlanta GA International, Concourse F","24 hours daily
Note: We advise Cardholders to confirm the availability of access with your bank (Card Issuer) before visiting. Access by some American Express and Capital One cards may not be available at this Minute Suites location.

Only 1 card per visit per Cardholder will be accepted at point of registration.",https://my.prioritypass.com/en-GB/lounges/united-states-of-america/hartsfield-jackson-atlanta-international/atl17-minute-suites,"1. Cardholders can use their lounge visit entitlement to use a Minute Suite for a 1 hour stay. 1 Minute Suite usage represents a single lounge visit within the Cardholder's existing lounge visit allocation for which the Cardholder will, where applicable, be charged. Each subsequent hour of Minute Suite usage will be charged at a discounted rate of US$40 (available in 15-minute increments beyond the first hour) and payable directly to Minute Suites. 2. Up to 3 guests accompanying the Cardholder in the same Minute Suite may use it at no extra charge. 3. The Cardholder is responsible for any additional charges incurred. Minute Suites may ask Cardholders to present a payment card for incidentals at the time of check-in. 4. Each Minute Suite is equipped with a comfortable daybed sofa (sleeps two), pillows, fresh blankets, a workstation, complimentary Wi-Fi, Smart TV, Amazon Alexa (for music, white noise, weather, alarms, flight tracking etc) and/or a sound masking system that helps to neutralise noise. 5. Soft drinks and snacks available, subject to payment. 6.  Minute Suite usage is subject to availability.","Air conditioning
Digital card accepted
Disabled access
Flight information
Showers
Televisions
Wi-Fi",atl17-minute-suites,Hartsfield–jackson Atlanta International Airport,Concourse F,Atlanta
United States of America,ATL,LOUNGE,The Club ATL,"Atlanta GA International, Concourse F","06:00 - 22:00 daily
Note: Access may be periodically restricted due to space constraints, in particular during the hours of 13:00 - 22:00 daily.",https://my.prioritypass.com/en-GB/lounges/united-states-of-america/hartsfield-jackson-atlanta-international/atl10-the-club-atl,Access is permitted 3 hours prior to scheduled flight departure - Children under 2 years are admitted free - Children under 18 years must be accompanied by an adult - Alcoholic drinks are only available to passengers 21 years of age or older.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Showers
Soft drinks
Televisions
Wi-Fi",atl10-the-club-atl,Hartsfield–jackson Atlanta International Airport,Concourse F,Atlanta
United States of America,ATL,REFRESH,XpresSpa,"Atlanta GA International, Concourse D","06:00 - 22:00 daily
Note: Hours may vary on Public Holidays.

For Cardholders who pay for individual visits or guest visits, please check this particular offer against your visit fee to ensure it represents value for you. We advise Cardholders to review full Conditions of access below before visiting.",https://my.prioritypass.com/en-GB/lounges/united-states-of-america/hartsfield-jackson-atlanta-international/atl21s-xpresspa,"1. Cardholders can use their lounge visit entitlement to take advantage of 25 minutes in a Zero-Gravity Massage Chair, Hydromassage Lounger, Full Body Massage Lounger, Ceragem or Chakra Bed (options vary by location). 1 XpresSpa usage represents a single lounge visit within the Cardholder's existing lounge visit allocation for which the Cardholder will, where applicable, be charged. For example, if a Cardholder registers 1 Guest they will be charged as 1 Cardholder visit + 1 Guest visit on their account. Only 1 card per visit per Cardholder will be accepted and at point of registration. 2. To be eligible, Cardholders must present a valid Card and Boarding Pass with confirmed same-day travel. 3. XpresSpa usage is subject to availability. 4. Priority Pass and its Affiliates Companies shall not be liable should the offer value be less than Customers lounge visit entitlement. Customers who pay for lounge and visits are advised to review programme Conditions of Use prior to accessing the offer.","Air conditioning
Digital card accepted
Disabled access",atl21s-xpresspa,Hartsfield–jackson Atlanta International Airport,Concourse D,Atlanta
India,ATQ,LOUNGE,The Airr Lounge and Bar,"Sri Guru Ram Dass Jee International, Terminal",24 hours daily,https://my.prioritypass.com/en-GB/lounges/india/sri-guru-ram-dass-jee-international/atq6-the-airr-lounge-and-bar,"No smoking (including vaping), No dress code, Children under 5 years admitted free","A la carte menu
Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Flight information
Luggage storage
Soft drinks
Telephone
Televisions
Wi-Fi",atq6-the-airr-lounge-and-bar,Sri Guru Ram Dass Jee International Airport,Unknown,Amritsar
India,ATQ,EAT,Costa Coffee,"Amritsar Sri Guru Ram Dass Jee Intl, Terminal","24 hours daily
Note: For Cardholders who pay for individual visits or guest visits, please check this particular offer against your visit fee to ensure it represents value for you. We advise Cardholders to review full Conditions of access below before visiting.",https://my.prioritypass.com/en-GB/lounges/india/sri-guru-ram-dass-jee-international/atq5d-costa-coffee,"1. Cardholders can use their lounge visit entitlement to take advantage of selecting a hot or cold drink plus any one food item available on the day (take out only) in a 24hr period. This represents a single lounge visit within the Cardholder’s existing lounge visit allocation for which the Cardholder will, where applicable, be charged. E.g. if a Cardholder registers 1 Guest they will also be able to take advantage of selecting a hot or cold drink plus any one food item available on the day (take out only) within a 24 hour period and will be charged 1 Cardholder visit + 1 Guest visit on their account. Only 1 Card per visit per Cardholder will be accepted and at point of registration. 2. To be eligible, Cardholders must present a valid Card and Boarding Pass with same-day travel before placing an order. 3. Priority Pass and its Affiliates Companies shall not be liable should the offer value be less than Customers lounge visit entitlement. Customers who pay for lounge and guest visits are advised to review programme Conditions of Use prior to accessing the offer. 4. This location is offered as an alternative to a lounge visit and other airport experiences. Using entitlements repeatedly within a single airport trip may result in charges from your benefit provider.","Air conditioning
Digital card accepted
Disabled access
Soft drinks",atq5d-costa-coffee,Sri Guru Ram Dass Jee International Airport,Unknown,Amritsar
India,ATQ,LOUNGE,Primus Lounge,"Amritsar Sri Guru Ram Dass Jee Intl, Terminal","24 hours daily
Note: Hours may vary according to flight schedules.",https://my.prioritypass.com/en-GB/lounges/india/sri-guru-ram-dass-jee-international/atq-primus-lounge,Maximum 3 hour stay - Children under 12 years are admitted free - Complimentary use of iPad - Separate smoking room available outside the lounge.,"A la carte menu
Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Luggage storage
Massage chairs
Newspapers / magazines
Shoe shine
Snacks
Soft drinks
Televisions
Wi-Fi",atq-primus-lounge,Sri Guru Ram Dass Jee International Airport,Unknown,Amritsar
