Country,airport_code,type,name,location_raw,opening_hours_raw,url,conditions_raw,facilities_raw,slug,airport_name,terminal,City
Denmark,AAL,LOUNGE,Aalborg Airport Lounge,"Aalborg, Terminal","1 hour and 15 minutes before first flight - 30 minutes before last flight
Note: Based on scheduled departures",https://my.prioritypass.com/en-GB/lounges/denmark/aalborg/aal-aalborg-airport-lounge,"No smoking (including vaping), No dress code, Children under 2 years admitted free","Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",aal-aalborg-airport-lounge,Aalborg Airport,Unknown,Aalborg
Indonesia,AAP,LOUNGE,Blue Sky Premier Lounge,"Samarinda AP Tumenggung Pranoto Intl, Terminal",06:00 - 14:00 daily,https://my.prioritypass.com/en-GB/lounges/indonesia/aji-pangeran-tumenggung-pranoto-international/aap1-blue-sky-premier-lounge,"Maximum 2 hour stay - Children under 5 years are admitted free - Only coffee, tea, fresh juices and water available (no soft drinks) - Separate prayer room and smoking room available","Air conditioning
Conference facilities
Digital card accepted
Flight information
Luggage storage
Showers
Soft drinks
Televisions
Wi-Fi",aap1-blue-sky-premier-lounge,Apt Pranoto International Airport,Unknown,Samarinda
Nigeria,ABB,LOUNGE,VIP Lounge,"Asaba International, Terminal",07:00 - last flight,https://my.prioritypass.com/en-GB/lounges/nigeria/asaba-international/abb-vip-lounge,"Children under 2 years are admitted free - Complimentary drinks (soda, coffee, tea, bottled water and beer) are limited to two per person, all subsequent drinks are subject to payment.","Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",abb-vip-lounge,Asaba International Airport,Unknown,Asaba
Saudi Arabia,ABT,LOUNGE,Hayyak Lounge,"Al Baha Al-Aqiq, Terminal",08:00 - 23:00 daily,https://my.prioritypass.com/en-GB/lounges/saudi-arabia/al-baha-domestic/abt1-hayyak-lounge,Maximum 3 hour stay - Children under 5 years are admitted free - Complimentary massage chairs available.,"Air conditioning
Digital card accepted
Disabled access
Flight information
Massage chairs
Newspapers / magazines
Shoe shine
Soft drinks
Televisions
Wi-Fi",abt1-hayyak-lounge,Al-Baha Domestic Airport,Unknown,Al-Baha
Nigeria,ABV,LOUNGE,Pearl Lounge,"Abuja Nnamdi Azikiwe Intl, New International Terminal",24 hours daily,https://my.prioritypass.com/en-GB/lounges/nigeria/nnamdi-azikiwe-international/abv6-pearl-lounge,Maximum 3 hour stay - Children under 2 years are admitted free - Quiet area - Separate children's play area available - Separate prayer room - Separate smoking room available.,"A la carte menu
Air conditioning
Alcoholic drinks (Standard)
Conference facilities
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Showers
Soft drinks
Telephone
Televisions
Wi-Fi",abv6-pearl-lounge,Nnamdi Azikiwe International Airport,New International Terminal,Abuja
Nigeria,ABV,LOUNGE,@9tysix Lounge,"Abuja Nnamdi Azikiwe Intl, Domestic Terminal",06:00 - last flight.,https://my.prioritypass.com/en-GB/lounges/nigeria/nnamdi-azikiwe-international/abv3-9tysix-lounge,Children under 5 years are admitted free.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Newspapers / magazines
Soft drinks
Telephone
Televisions
Wi-Fi",abv3-9tysix-lounge,Nnamdi Azikiwe International Airport,Domestic Terminal,Abuja
Nigeria,ABV,LOUNGE,Lounge One,"Abuja Nnamdi Azikiwe Intl, Domestic Terminal",06:30 - 20:00 daily,https://my.prioritypass.com/en-GB/lounges/nigeria/nnamdi-azikiwe-international/abv2-lounge-one,Children under 5 years are admitted free - Complimentary drinks are limited to one per person.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",abv2-lounge-one,Nnamdi Azikiwe International Airport,Domestic Terminal,Abuja
Nigeria,ABV,LOUNGE,SDS Lounge,"Abuja Nnamdi Azikiwe Intl, New International Terminal",04:00 - 00:00 daily,https://my.prioritypass.com/en-GB/lounges/nigeria/nnamdi-azikiwe-international/abv1-sds-lounge,Children under 3 years are admitted free - Smart casual dress at all times.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Showers
Soft drinks
Telephone
Televisions
Wi-Fi",abv1-sds-lounge,Nnamdi Azikiwe International Airport,New International Terminal,Abuja
Nigeria,ABV,LOUNGE,The Gabfol Lounge,"Abuja Nnamdi Azikiwe Intl, International Terminal",07:00 - 23:00 daily,https://my.prioritypass.com/en-GB/lounges/nigeria/nnamdi-azikiwe-international/abv4-the-gabfol-lounge,Maximum 3 hour stay - Children under 5 years are admitted free.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",abv4-the-gabfol-lounge,Nnamdi Azikiwe International Airport,International Terminal,Abuja
United Kingdom,ABZ,LOUNGE,Northern Lights Executive Lounge,"Aberdeen International, Terminal","Monday: 04:00 - 19:30
Tuesday: 04:00 - 19:30
Wednesday: 04:00 - 19:00
Thursday: 04:00 - 19:30
Friday: 04:00 - 19:00
Saturday: 04:00 - 18:00
Sunday: 04:00 - 19:00",https://my.prioritypass.com/en-GB/lounges/united-kingdom/aberdeen/abz-northern-lights-executive-lounge,Maximum 3 hour stay - Children under 4 years are admitted free - All food and beverages must be consumed inside the lounge - Smart casual dress at all times.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",abz-northern-lights-executive-lounge,Aberdeen International Airport,Unknown,Aberdeen
Mexico,ACA,LOUNGE,Oma Premium Lounge,"General Juan N. Álvarez International, Terminal","THIS LOUNGE IS TEMPORARILY CLOSED UNTIL FURTHER NOTICE.

Monday: 06:00 - 21:00
Tuesday: 06:00 - 21:00
Wednesday: 06:00 - 21:00
Thursday: 06:00 - 21:00
Friday: 06:00 - 21:00
Saturday: 06:00 - 19:00
Sunday: 06:00 - 21:00
Note: Access may be restricted due to space constraints.",https://my.prioritypass.com/en-GB/lounges/mexico/general-juan-n-alvarez-international/aca4-oma-premium-lounge,Maximum 3 hour stay - All Cardholders and guests are required to show a Boarding Pass with confirmed same-day travel for access to the lounge -Children under 5 years are admitted free - Complimentary alcoholic drinks are limited to three per adult - All food and beverages must be consumed inside the lounge.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Soft drinks
Televisions
Wi-Fi",aca4-oma-premium-lounge,Acapulco International Airport,Unknown,Acapulco
Ghana,ACC,LOUNGE,Akwaaba Pearl Lounge,"Accra Kotoka International, Terminal 3",24 hours daily.,https://my.prioritypass.com/en-GB/lounges/ghana/kotoka-international/acc1-akwaaba-pearl-lounge,Maximum 4 hour stay - Children under 2 years are admitted free.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Flight information
Newspapers / magazines
Showers
Soft drinks
Telephone
Televisions
Wi-Fi",acc1-akwaaba-pearl-lounge,Kotoka International Airport,Terminal 3,Accra
Ghana,ACC,LOUNGE,Sanbra Priority Lounge,"Accra Kotoka International, Terminal 3",24 hours daily.,https://my.prioritypass.com/en-GB/lounges/ghana/kotoka-international/acc2-sanbra-priority-lounge,Maximum 4 hour stay - Children under 4 years are admitted free.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Flight information
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",acc2-sanbra-priority-lounge,Kotoka International Airport,Terminal 3,Accra
Ghana,ACC,LOUNGE,Adinkra Lounge,"Accra Kotoka International, Terminal 2",06:00 - 19:00 daily.,https://my.prioritypass.com/en-GB/lounges/ghana/kotoka-international/acc3-adinkra-lounge,Maximum 3 hour stay - Children under 2 years are admitted free - Computer workstations available.,"Air conditioning
Digital card accepted
Disabled access
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",acc3-adinkra-lounge,Kotoka International Airport,Terminal 2,Accra
Ghana,ACC,LOUNGE,Adinkra Lounge,"Accra Kotoka International, Terminal 3",06:00 - 23:00 daily,https://my.prioritypass.com/en-GB/lounges/ghana/kotoka-international/acc-adinkra-lounge,Children under 2 years are not admitted.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",acc-adinkra-lounge,Kotoka International Airport,Terminal 3,Accra
Spain,ACE,LOUNGE,Sala Guacimeta,"Lanzarote, Terminal 1",06:00 - last flight,https://my.prioritypass.com/en-GB/lounges/spain/lanzarote/ace-sala-guacimeta,"No smoking (including vaping), No dress code, Children under 5 years admitted free, Children under 18 years must be accompanied by an adult","Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Soft drinks
Televisions
Wi-Fi",ace-sala-guacimeta,Lanzarote Airport,Terminal 1,San Bartolomé
China,ACX,LOUNGE,First Class Lounge 02,"Xingyi Wanfenglin, Terminal 2",2 hours before first flight - last flight,https://my.prioritypass.com/en-GB/lounges/china/xingyi-wanfenglin/acx3-first-class-lounge-02,Maximum 3 hour stay - Children under 2 years are admitted free - Complimentary massage chairs available.,"Air conditioning
Digital card accepted
Disabled access
Soft drinks
Wi-Fi",acx3-first-class-lounge-02,Xingyi Wanfenglin Airport,Terminal 2,Xingyi
China,ACX,LOUNGE,First Class Lounge 01,"Xingyi Wanfenglin, Terminal 2",2 hours before first flight - last flight,https://my.prioritypass.com/en-GB/lounges/china/xingyi-wanfenglin/acx4-first-class-lounge-01,Maximum 3 hour stay - Children under 2 years are admitted free - Complimentary massage chairs available.,"Air conditioning
Digital card accepted
Disabled access
Soft drinks
Wi-Fi",acx4-first-class-lounge-01,Xingyi Wanfenglin Airport,Terminal 2,Xingyi
Turkey,ADB,LOUNGE,Primeclass Lounge,"Izmir Adnan Menderes, Domestic Terminal",24 hours daily.,https://my.prioritypass.com/en-GB/lounges/turkey/adnan-menderes/adb1-primeclass-lounge,Maximum 3 hour stay - Children under 7 years are admitted free.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",adb1-primeclass-lounge,Adnan Menderes Airport,Domestic Terminal,Gaziemir
Turkey,ADB,LOUNGE,Primeclass Lounge,"Izmir Adnan Menderes, International Terminal",24 hours daily.,https://my.prioritypass.com/en-GB/lounges/turkey/adnan-menderes/adb-primeclass-lounge,Maximum 3 hour stay - Children under 7 years are admitted free.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Flight information
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",adb-primeclass-lounge,Adnan Menderes Airport,International Terminal,Gaziemir
Ethiopia,ADD,LOUNGE,Plaza Premium Lounge,"Bole International, Terminal 2",24 hours daily,https://my.prioritypass.com/en-GB/lounges/ethiopia/bole-international/add-plaza-premium-lounge,Maximum 2 hour stay - Children under 2 years are admitted free.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Showers
Soft drinks
Televisions
Wi-Fi",add-plaza-premium-lounge,Addis Ababa Bole International Airport,Terminal 2,Addis Ababa
Australia,ADL,LOUNGE,Plaza Premium Lounge,"Adelaide, Terminal 1","Monday: 09:00 - 13:00 & 16:30 - 22:00
Tuesday: 08:00 - 12:00
Wednesday: 08:00 - 12:00
Thursday: 08:00 - 13:00 & 16:30 - 18:30
Friday: 08:00 - 12:00 & 16:30 - 22:00
Saturday: 08:00 - 13:00 & 16:30 - 18:30
Sunday: 08:00 - 12:00 & 16:30 - 22:00",https://my.prioritypass.com/en-GB/lounges/australia/adelaide/adl4-plaza-premium-lounge,"No smoking (including vaping), No dress code, Children are not admitted","Air conditioning
Alcoholic drinks (Standard)
Alcoholic drinks (Premium-brand)
Digital card accepted
Disabled access
Flight information
Showers
Soft drinks
Televisions
Wi-Fi",adl4-plaza-premium-lounge,Adelaide Airport,Terminal 1,Adelaide
Australia,ADL,EAT,Pantry,"Adelaide International, Terminal 1","04:00 - 22:00 daily
Note: For Cardholders who pay for individual visits or guest visits, please check this particular offer against your visit fee to ensure it represents value for you. We advise Cardholders to review full Conditions of access below before visiting.

Light meals, coffee, à la carte dining and Grab and Go provided at the Pantry as well as beer, wine and spirits.",https://my.prioritypass.com/en-GB/lounges/australia/adelaide/adl2d-pantry,"1. Cardholders can use their lounge visit entitlement to receive AUD$36 off the bill. Each AUD$36 deduction represents a single lounge visit within the Cardholder’s existing lounge visit allocation for which the Cardholder will, where applicable, be charged. E.g. if a Cardholder registers 1 Guest they will receive AUD$72 off their bill which will be charged as 1 Cardholder visit + 1 Guest visit on their account. Only 1 card per visit per Cardholder will be accepted and at point of registration. 2. The AUD$36 is valid for the purchase of any meal and/or drinks. To be eligible, Cardholders must present a valid Card and Boarding Pass with confirmed same-day travel before placing an order. 3. AUD$36 is non-transferable & cannot be exchanged for cash substitute or refund if the final bill is lower than AUD$36 per person. 4. Cardholder is responsible for the balance if total final bill exceeds AUD$36 per person. Any remaining balance cannot be used towards gratuity. 5. Priority Pass and its Affiliates Companies shall not be liable should the offer value be less than Customers lounge visit entitlement. Customers who pay for lounge and guest visits are advised to review programme Conditions of Use prior to accessing the offer.
6. This location is offered as an alternative to a lounge visit and other airport experiences. Using entitlements repeatedly within a single airport trip may result in charges from your benefit provider.","Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Soft drinks
Televisions
Wi-Fi",adl2d-pantry,Adelaide Airport,Terminal 1,Adelaide
Australia,ADL,LOUNGE,Plaza Premium Lounge,"Adelaide, Terminal 1",05:00 - 20:00 daily,https://my.prioritypass.com/en-GB/lounges/australia/adelaide/adl5-plaza-premium-lounge,"No smoking (including vaping), No dress code, Children under 2 years admitted free","Air conditioning
Alcoholic drinks (Standard)
Alcoholic drinks (Premium-brand)
Cold buffet
Digital card accepted
Disabled access
Flight information
Hot buffet
Hot drinks
Printers
Snacks
Soft drinks
Telephone
Televisions
Wi-Fi
Workstations",adl5-plaza-premium-lounge,Adelaide Airport,Terminal 1,Adelaide
Australia,ADL,LOUNGE,REX Lounge,"Adelaide International, Terminal 1","Monday: 05:00 - 19:00
Tuesday: 05:00 - 19:00
Wednesday: 05:00 - 19:00
Thursday: 05:00 - 19:00
Friday: 05:00 - 19:00
Saturday: 05:00 - 13:30
Sunday: 07:00 - 19:00",https://my.prioritypass.com/en-GB/lounges/australia/adelaide/adl-rex-lounge,Two children under 12 years are admitted free per adult - Alcoholic drinks are available from 15:00 daily - Complimentary massage chairs available.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",adl-rex-lounge,Adelaide Airport,Terminal 1,Adelaide
Australia,ADL,EAT,Coopers Alehouse,"Adelaide International, Terminal 1","05: 00 - 22:00 daily
Note: For Cardholders who pay for individual visits or guest visits, please check this particular offer against your visit fee to ensure it represents value for you. We advise Cardholders to review full Conditions of access below before visiting.

Coopers Ale House - significant Bar operation in the Terminal serving Coopers beer on tap with à la carte meals on offer. Casual and dining with views of the tarmac and the Adelaide Hills.",https://my.prioritypass.com/en-GB/lounges/australia/adelaide/adl3d-coopers-alehouse,"1. Cardholders can use their lounge visit entitlement to receive AUD$36 off the bill. Each AUD$36 deduction represents a single lounge visit within the Cardholder’s existing lounge visit allocation for which the Cardholder will, where applicable, be charged. E.g. if a Cardholder registers 1 Guest they will receive AUD$72 off their bill which will be charged as 1 Cardholder visit + 1 Guest visit on their account. Only 1 card per visit per Cardholder will be accepted and at point of registration. 2. The AUD$36 is valid for the purchase of any meal and/or drinks. To be eligible, Cardholders must present a valid Card and Boarding Pass with confirmed same-day travel before placing an order. 3. AUD$36 is non-transferable & cannot be exchanged for cash substitute or refund if the final bill is lower than AUD$36 per person. 4. Cardholder is responsible for the balance if total final bill exceeds AUD$36 per person. Any remaining balance cannot be used towards gratuity. 5. Priority Pass and its Affiliates Companies shall not be liable should the offer value be less than Customers lounge visit entitlement. Customers who pay for lounge and guest visits are advised to review programme Conditions of Use prior to accessing the offer. 6. This location is offered as an alternative to a lounge visit and other airport experiences. Using entitlements repeatedly within a single airport trip may result in charges from your benefit provider.","Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Soft drinks
Televisions
Wi-Fi",adl3d-coopers-alehouse,Adelaide Airport,Terminal 1,Adelaide
Colombia,ADZ,LOUNGE,AeroPrime San Andres,"San Andres Island Gustavo R. Pinilla Intl, Terminal",07:00 - 21:00 daily,https://my.prioritypass.com/en-GB/lounges/colombia/gustavo-rojas-pinilla-international/adz-aeroprime-san-andres,"Maximum 3 hour stay - Children under 5 years are admitted free - Complimentary alcoholic drinks are limited to two per adult, all other alcoholic drinks are subject to payment.","Air conditioning
Alcoholic drinks (Standard)
Conference facilities
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Soft drinks
Televisions
Wi-Fi",adz-aeroprime-san-andres,Gustavo Rojas Pinilla International Airport,Unknown,San Andrés
Morocco,AGA,LOUNGE,Agadir Aspire Lounge,"Agadir–Al Massira, Terminal",07:00 - 22:00 daily,https://my.prioritypass.com/en-GB/lounges/morocco/agadir-al-massira/aga3-agadir-aspire-lounge,Access is permitted 3 hours prior to scheduled flight departure - Children under 2 years are admitted free.,"Air conditioning
Alcoholic drinks (Standard)
Alcoholic drinks (Premium-brand)
Cold buffet
Digital card accepted
Disabled access
Flight information
Hot buffet
Newspapers / magazines
Snacks
Soft drinks
Telephone
Televisions
Wi-Fi",aga3-agadir-aspire-lounge,Agadir Al Massira Airport,Unknown,Agadir (Temsia)
Spain,AGP,LOUNGE,Sala VIP T3,"Málaga, Terminal 3",05:30 - 22:30 daily,https://my.prioritypass.com/en-GB/lounges/spain/malaga/agp-sala-vip-t3,"No smoking (including vaping), Dress code: Smart casual, Children under 5 years admitted free, Children under 18 years must be accompanied by an adult","Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Soft drinks
Televisions
Wi-Fi",agp-sala-vip-t3,Málaga – Costa Del Sol Airport,Terminal 3,Málaga
Spain,AGP,EAT,La Boutique / Heineken Bar,"Malaga, Terminal 3","09:00 - 21:00 daily
Note: For Cardholders who pay for individual visits or guest visits, please check this particular offer against your visit fee to ensure it represents value for you. We advise Cardholders to review full Conditions of access below before visiting.

La Boutique/Heineken Bar offers, pizza, beer and sports all in one establishment.",https://my.prioritypass.com/en-GB/lounges/spain/malaga/agp1d-la-boutique-heineken-bar,"1. Cardholders can use their lounge visit entitlement to receive EUR23 off the bill. 2. Each EUR23 deduction represents a single lounge visit within the Cardholder’s existing lounge visit allocation for which the Cardholder will, where applicable, be charged. For example, if a Cardholder signs in 1 Guest they will receive EUR46 off their bill which will be charged as 1 Cardholder visit + 1 Guest visit on their account. Cardholders who pay for their own visits and/or their guest visits are advised to check if the EUR23 credit provided per visit represents value prior to accessing the offer. Priority Pass and its Affiliated Companies shall not be liable should the offer value be less than Cardholder’s lounge visit fee. 3. The EUR23 is valid for the purchase of any meal and/or drinks in a single transaction. To be eligible, Cardholders must present a valid Card and Boarding Pass with confirmed same-day travel before placing an order. 4. The EUR23 is non-transferable and cannot be exchanged for a cash substitute or refund if the final bill is lower than EUR23 per person. 5. The Cardholder is responsible for the remaining balance if total bill exceeds EUR23 per registered person. Any remaining balance cannot be used towards gratuity. 6. This location is offered as an alternative to a lounge visit and other airport experiences. Using entitlements repeatedly within a single airport trip may result in charges from your benefit provider.","Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Soft drinks
Wi-Fi",agp1d-la-boutique-heineken-bar,Málaga – Costa Del Sol Airport,Terminal 3,Málaga
Mexico,AGU,LOUNGE,VIP Lounge Aguascalientes,"Lic. Jesús Terán Peredo International, Terminal","04:30 - 22:30 daily
Note: Hours are subject to change.",https://my.prioritypass.com/en-GB/lounges/mexico/lic-jesus-teran-peredo-international/agu-vip-lounge-aguascalientes,Maximum 3 hour stay - Children under 7 years are admitted free - Complimentary use of tablet.,"Air conditioning
Alcoholic drinks (Standard)
Conference facilities
Digital card accepted
Disabled access
Flight information
Soft drinks
Televisions
Wi-Fi",agu-vip-lounge-aguascalientes,Lic. Jesús Terán Peredo International Airport,Unknown,Aguascalientes
Saudi Arabia,AHB,LOUNGE,Hayyak Lounge,"Abha Regional, Terminal",24 hours daily,https://my.prioritypass.com/en-GB/lounges/saudi-arabia/abha-regional/ahb1-hayyak-lounge,Maximum 3 hour stay - Children under 5 years are admitted free.,"Air conditioning
Conference facilities
Digital card accepted
Disabled access
Flight information
Shoe shine
Soft drinks
Televisions
Wi-Fi",ahb1-hayyak-lounge,Abha International Airport,Unknown,Abha
Saudi Arabia,AJF,LOUNGE,Hayyak Lounge,"Al-Jouf, Terminal",24 hours daily,https://my.prioritypass.com/en-GB/lounges/saudi-arabia/al-jawf-domestic/ajf-hayyak-lounge,Maximum 3 hour stay - Children under 5 years are admitted free.,"Air conditioning
Digital card accepted
Disabled access
Shoe shine
Soft drinks
Televisions
Wi-Fi",ajf-hayyak-lounge,Al-Jawf Domestic Airport,Unknown,Al-Jawf
New Zealand,AKL,EAT,Orleans Chicken & Waffles,"Auckland Intl, Domestic Terminal","05: 00 - 21:00 daily
Note: For Cardholders who pay for individual visits or guest visits, please check this particular offer against your visit fee to ensure it represents value for you. We advise Cardholders to review full Conditions of access below before visiting.

Orleans - Chicken & Waffles, boasts the Southern style creole cuisine, serving fresh fried chicken and fluffy waffles, burgers and curly fries. Orleans have their own separate dining area, so you can soak in the atmosphere.",https://my.prioritypass.com/en-GB/lounges/new-zealand/auckland/akl3d-orleans-chicken-and-waffles,"1. Cardholders can use their lounge visit entitlement to receive NZD$42 off the bill. Each NZD$42 deduction represents a single lounge visit within the Cardholder’s existing lounge visit allocation for which the Cardholder will, where applicable, be charged. E.g. if a Cardholder registers 1 Guest they will receive NZD$84 off their bill which will be charged as 1 Cardholder visit + 1 Guest visit on their account. Only 1 card per visit per Cardholder will be accepted and at point of  registration. 2. The NZD$42 is valid for the purchase of any meal and/or drinks. To be eligible, Cardholders must present a valid Card and Boarding Pass with confirmed same-day travel before placing an order. 3. NZD$42 is non-transferable & cannot be exchanged for cash substitute or refund if the final bill is lower than NZD$42 per person. 4. Cardholder is responsible for the balance if total final bill exceeds NZD$42 per person. Any remaining balance cannot be used towards gratuity. 5. Priority Pass and its Affiliates Companies shall not be liable should the offer value be less than Customers lounge visit entitlement. Customers who pay for lounge and guest visits are advised to review programme Conditions of Use prior to accessing the offer. 6. This location is offered as an alternative to a lounge visit and other airport experiences. Using entitlements repeatedly within a single airport trip may result in charges from your benefit provider.","Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Soft drinks
Wi-Fi",akl3d-orleans-chicken-and-waffles,Auckland Airport,Domestic Terminal,Auckland
New Zealand,AKL,EAT,Oma Artisan Bakery & Cafe,"Auckland Intl, International Terminal","04: 00 - 22:00 daily
Note: For Cardholders who pay for individual visits or guest visits, please check this particular offer against your visit fee to ensure it represents value for you. We advise Cardholders to review full Conditions of access below before visiting.

Oma Artisan Bakery and Café is the only fully-operational bakery within an Australia or New Zealand-based airport and offers a vast range of freshly-baked goods prepared and produced in the terminal.",https://my.prioritypass.com/en-GB/lounges/new-zealand/auckland/akl1d-oma-artisan-bakery-and-cafe,"1. Cardholders can use their lounge visit entitlement to receive NZD$42 off the bill. Each NZD$42 deduction represents a single lounge visit within the Cardholder’s existing lounge visit allocation for which the Cardholder will, where applicable, be charged. E.g. if a Cardholder registers 1 Guest they will receive NZD$84 off their bill which will be charged as 1 Cardholder visit + 1 Guest visit on their account. Only 1 card per visit per Cardholder will be accepted and at point of registration. 2. The NZD$42 is valid for the purchase of any meal and/or drinks. To be eligible, Cardholders must present a valid Card and Boarding Pass with confirmed same-day travel before placing an order. 3. NZD$42 is non-transferable & cannot be exchanged for cash substitute or refund if the final bill is lower than NZD$42 per person. 4. Cardholder is responsible for the balance if total final bill exceeds NZD$42 per person. Any remaining balance cannot be used towards gratuity. 5. Priority Pass and its Affiliates Companies shall not be liable should the offer value be less than Customers lounge visit entitlement. Customers who pay for lounge and guest visits are advised to review programme Conditions of Use prior to accessing the offer. 6. This location is offered as an alternative to a lounge visit and other airport experiences. Using entitlements repeatedly within a single airport trip may result in charges from your benefit provider.","Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Soft drinks
Televisions
Wi-Fi",akl1d-oma-artisan-bakery-and-cafe,Auckland Airport,International Terminal,Auckland
New Zealand,AKL,LOUNGE,Strata Lounge,"Auckland Intl, International Terminal","04:30 - 00:30 daily
Note: Hours may vary according to flight schedules.",https://my.prioritypass.com/en-GB/lounges/new-zealand/auckland/akl-strata-lounge,Maximum 3 hour stay - Access may be restricted due to space constraints - Children under 2 years are admitted free - Children must be supervised by an adult - Smart casual dress at all times.,"Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Flight information
Newspapers / magazines
Showers
Soft drinks
Televisions
Wi-Fi",akl-strata-lounge,Auckland Airport,International Terminal,Auckland
New Zealand,AKL,EAT,Best Ugly Bagels,"Auckland Intl, International Terminal","05: 00 - 22:00 daily
Note: For Cardholders who pay for individual visits or guest visits, please check this particular offer against your visit fee to ensure it represents value for you. We advise Cardholders to review full Conditions of access below before visiting.

Best Ugly Bagels, hand crafted Montreal Style bagels made fresh in New Zealand. Kiosk. Bagels made fresh to order with your choice of toppings. Coffee available all day, also beer, wine and soda offering.",https://my.prioritypass.com/en-GB/lounges/new-zealand/auckland/akl5d-best-ugly-bagels,"1. Cardholders can use their lounge visit entitlement to receive NZD$42 off the bill. Each NZD$42 deduction represents a single lounge visit within the Cardholder’s existing lounge visit allocation for which the Cardholder will, where applicable, be charged. E.g. if a Cardholder registers 1 Guest they will receive NZD$84 off their bill which will be charged as 1 Cardholder visit + 1 Guest visit on their account. Only 1 card per visit per Cardholder will be accepted and at point of  registration. 2. The NZD$42 is valid for the purchase of any meal and/or drinks. To be eligible, Cardholders must present a valid Card and Boarding Pass with confirmed same-day travel before placing an order. 3. NZD$42 is non-transferable & cannot be exchanged for cash substitute or refund if the final bill is lower than NZD$42 per person. 4. Cardholder is responsible for the balance if total final bill exceeds NZD$42 per person. Any remaining balance cannot be used towards gratuity. 5. Priority Pass and its Affiliates Companies shall not be liable should the offer value be less than Customers lounge visit entitlement. Customers who pay for lounge and guest visits are advised to review programme Conditions of Use prior to accessing the offer. 6. This location is offered as an alternative to a lounge visit and other airport experiences. Using entitlements repeatedly within a single airport trip may result in charges from your benefit provider.","Air conditioning
Alcoholic drinks (Standard)
Digital card accepted
Disabled access
Soft drinks
Wi-Fi",akl5d-best-ugly-bagels,Auckland Airport,International Terminal,Auckland
